nome,descricao,categoria,subcategoria,marca,preco,estoque,sku,aplicacao
Tinta Spray Chemicolor Verde Brilhante 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,30.58,96,SPR-CHE-VER-3,Uso Geral
Tinta Spray Colorgin Azul Metalico 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,26.52,31,SPR-COL-AZU-4,Uso Geral
Tinta Spray Lukscolor Verde Brilhante 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,29.33,36,SPR-LUK-VER-5,Uso Geral
Tinta Spray Lukscolor Azul Brilhante 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,28.86,79,SPR-LUK-AZU-6,Uso Geral
Tinta Spray Lukscolor Prata Metalico 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,24.67,102,SPR-LUK-PRA-7,Uso Geral
Tinta Spray Colorgin Azul Brilhante 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,25.08,77,SPR-COL-AZU-8,Uso Geral
Tinta Spray Tekbond Rosa Metalico 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,24.96,66,SPR-TEK-ROS-9,Uso Geral
Tinta Spray Tekbond Verde Fosco 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,21.81,138,SPR-TEK-VER-10,Uso Geral
Tinta Spray Tekbond Verde Metalico 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,22.04,40,SPR-TEK-VER-11,Uso Geral
Tinta Spray Tekbond Preto Fosco 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,26.39,123,SPR-TEK-PRE-12,Uso Geral
Tinta Spray Tekbond Preto Fosco 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,33.47,113,SPR-TEK-PRE-13,Uso Geral
Tinta Spray Lukscolor Verde Fosco 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,27.71,31,SPR-LUK-VER-14,Uso Geral
Tinta Spray Colorgin Prata Metalico 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,27.62,80,SPR-COL-PRA-15,Uso Geral
Tinta Spray Chemicolor Prata Fosco 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,25.42,116,SPR-CHE-PRA-16,Uso Geral
Tinta Spray Colorgin Dourado Metalico 400ml,"Tinta spray de secagem rapida. Cor Dourado, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,28.77,43,SPR-COL-DOU-17,Uso Geral
Tinta Spray Chemicolor Rosa Brilhante 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,20.27,150,SPR-CHE-ROS-18,Uso Geral
Tinta Spray Lukscolor Branco Fosco 400ml,"Tinta spray de secagem rapida. Cor Branco, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,25.21,108,SPR-LUK-BRA-19,Uso Geral
Tinta Spray Chemicolor Rosa Brilhante 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,23.41,129,SPR-CHE-ROS-20,Uso Geral
Tinta Spray Lukscolor Azul Fosco 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,32.5,31,SPR-LUK-AZU-21,Uso Geral
Tinta Spray Tekbond Rosa Brilhante 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,32.47,118,SPR-TEK-ROS-22,Uso Geral
Tinta Spray Lukscolor Rosa Brilhante 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,30.09,84,SPR-LUK-ROS-23,Uso Geral
Tinta Spray Chemicolor Vermelho Metalico 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,23.81,127,SPR-CHE-VER-24,Uso Geral
Tinta Spray Lukscolor Laranja Brilhante 400ml,"Tinta spray de secagem rapida. Cor Laranja, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,18.05,138,SPR-LUK-LAR-25,Uso Geral
Tinta Spray Chemicolor Branco Brilhante 400ml,"Tinta spray de secagem rapida. Cor Branco, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,33.62,109,SPR-CHE-BRA-26,Uso Geral
Tinta Spray Tekbond Azul Metalico 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,32.62,143,SPR-TEK-AZU-27,Uso Geral
Tinta Spray Colorgin Azul Metalico 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,25.71,118,SPR-COL-AZU-28,Uso Geral
Tinta Spray Tekbond Amarelo Metalico 400ml,"Tinta spray de secagem rapida. Cor Amarelo, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,34.11,62,SPR-TEK-AMA-29,Uso Geral
Tinta Spray Chemicolor Azul Metalico 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,23.79,42,SPR-CHE-AZU-30,Uso Geral
Tinta Spray Tekbond Preto Brilhante 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,18.01,147,SPR-TEK-PRE-31,Uso Geral
Tinta Spray Tekbond Rosa Metalico 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,26.11,57,SPR-TEK-ROS-32,Uso Geral
Tinta Spray Colorgin Preto Fosco 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,21.29,48,SPR-COL-PRE-33,Uso Geral
Tinta Spray Colorgin Preto Metalico 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,18.94,141,SPR-COL-PRE-34,Uso Geral
Tinta Spray Lukscolor Verde Brilhante 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,19.74,110,SPR-LUK-VER-35,Uso Geral
Tinta Spray Chemicolor Prata Fosco 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,18.56,79,SPR-CHE-PRA-36,Uso Geral
Tinta Spray Tekbond Rosa Fosco 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,18.13,133,SPR-TEK-ROS-37,Uso Geral
Tinta Spray Colorgin Vermelho Brilhante 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,30.92,133,SPR-COL-VER-38,Uso Geral
Tinta Spray Colorgin Azul Brilhante 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,18.82,138,SPR-COL-AZU-39,Uso Geral
Tinta Spray Tekbond Verde Fosco 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,24.99,124,SPR-TEK-VER-40,Uso Geral
Tinta Spray Chemicolor Branco Fosco 400ml,"Tinta spray de secagem rapida. Cor Branco, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,31.11,127,SPR-CHE-BRA-41,Uso Geral
Tinta Spray Tekbond Preto Metalico 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,28.75,51,SPR-TEK-PRE-42,Uso Geral
Tinta Spray Chemicolor Azul Brilhante 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,18.29,123,SPR-CHE-AZU-43,Uso Geral
Tinta Spray Chemicolor Vermelho Metalico 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,34.58,128,SPR-CHE-VER-44,Uso Geral
Tinta Spray Lukscolor Azul Brilhante 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,25.91,76,SPR-LUK-AZU-45,Uso Geral
Tinta Spray Colorgin Rosa Fosco 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,27.65,148,SPR-COL-ROS-46,Uso Geral
Tinta Spray Tekbond Laranja Fosco 400ml,"Tinta spray de secagem rapida. Cor Laranja, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,33.09,111,SPR-TEK-LAR-47,Uso Geral
Tinta Spray Chemicolor Vermelho Fosco 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,20.28,45,SPR-CHE-VER-48,Uso Geral
Tinta Spray Colorgin Preto Metalico 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,32.77,129,SPR-COL-PRE-49,Uso Geral
Tinta Spray Tekbond Verde Metalico 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,30.05,150,SPR-TEK-VER-50,Uso Geral
Tinta Spray Chemicolor Vermelho Brilhante 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,26.81,38,SPR-CHE-VER-51,Uso Geral
Tinta Spray Colorgin Branco Brilhante 400ml,"Tinta spray de secagem rapida. Cor Branco, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,32.94,128,SPR-COL-BRA-52,Uso Geral
Tinta Spray Tekbond Branco Metalico 400ml,"Tinta spray de secagem rapida. Cor Branco, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,27.61,55,SPR-TEK-BRA-53,Uso Geral
Tinta Spray Lukscolor Verde Fosco 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,22.13,128,SPR-LUK-VER-54,Uso Geral
Tinta Spray Colorgin Amarelo Brilhante 400ml,"Tinta spray de secagem rapida. Cor Amarelo, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,33.85,30,SPR-COL-AMA-55,Uso Geral
Tinta Spray Tekbond Rosa Metalico 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,26.9,81,SPR-TEK-ROS-56,Uso Geral
Tinta Spray Lukscolor Vermelho Brilhante 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,20.22,99,SPR-LUK-VER-57,Uso Geral
Tinta Spray Chemicolor Branco Fosco 400ml,"Tinta spray de secagem rapida. Cor Branco, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,25.6,49,SPR-CHE-BRA-58,Uso Geral
Tinta Spray Lukscolor Prata Brilhante 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,34.94,118,SPR-LUK-PRA-59,Uso Geral
Tinta Spray Chemicolor Laranja Metalico 400ml,"Tinta spray de secagem rapida. Cor Laranja, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,22.88,63,SPR-CHE-LAR-60,Uso Geral
Tinta Spray Lukscolor Vermelho Metalico 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,27.79,95,SPR-LUK-VER-61,Uso Geral
Tinta Spray Chemicolor Prata Brilhante 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,27.09,98,SPR-CHE-PRA-62,Uso Geral
Tinta Spray Tekbond Vermelho Fosco 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,28.08,146,SPR-TEK-VER-63,Uso Geral
Tinta Spray Colorgin Azul Metalico 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,28.14,135,SPR-COL-AZU-64,Uso Geral
Tinta Spray Chemicolor Preto Brilhante 400ml,"Tinta spray de secagem rapida. Cor Preto, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,18.95,90,SPR-CHE-PRE-65,Uso Geral
Tinta Spray Colorgin Dourado Fosco 400ml,"Tinta spray de secagem rapida. Cor Dourado, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,32.99,107,SPR-COL-DOU-66,Uso Geral
Tinta Spray Chemicolor Rosa Brilhante 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,18.42,125,SPR-CHE-ROS-67,Uso Geral
Tinta Spray Tekbond Laranja Metalico 400ml,"Tinta spray de secagem rapida. Cor Laranja, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,34.91,73,SPR-TEK-LAR-68,Uso Geral
Tinta Spray Colorgin Verde Brilhante 400ml,"Tinta spray de secagem rapida. Cor Verde, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,31.38,108,SPR-COL-VER-69,Uso Geral
Tinta Spray Chemicolor Azul Brilhante 400ml,"Tinta spray de secagem rapida. Cor Azul, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,23.19,139,SPR-CHE-AZU-70,Uso Geral
Tinta Spray Tekbond Rosa Metalico 400ml,"Tinta spray de secagem rapida. Cor Rosa, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,28.78,93,SPR-TEK-ROS-71,Uso Geral
Tinta Spray Colorgin Prata Brilhante 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,19.56,150,SPR-COL-PRA-72,Uso Geral
Tinta Spray Chemicolor Amarelo Metalico 400ml,"Tinta spray de secagem rapida. Cor Amarelo, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,29.85,44,SPR-CHE-AMA-73,Uso Geral
Tinta Spray Chemicolor Prata Fosco 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Chemicolor,20.42,144,SPR-CHE-PRA-74,Uso Geral
Tinta Spray Lukscolor Amarelo Brilhante 400ml,"Tinta spray de secagem rapida. Cor Amarelo, acabamento brilhante. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,20.53,87,SPR-LUK-AMA-75,Uso Geral
Tinta Spray Colorgin Prata Fosco 400ml,"Tinta spray de secagem rapida. Cor Prata, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,30.38,116,SPR-COL-PRA-76,Uso Geral
Tinta Spray Lukscolor Amarelo Fosco 400ml,"Tinta spray de secagem rapida. Cor Amarelo, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Lukscolor,22.07,93,SPR-LUK-AMA-77,Uso Geral
Tinta Spray Colorgin Laranja Fosco 400ml,"Tinta spray de secagem rapida. Cor Laranja, acabamento fosco. Ideal para artesanato e retoques.",Tintas,Spray,Colorgin,30.26,109,SPR-COL-LAR-78,Uso Geral
Tinta Spray Tekbond Vermelho Metalico 400ml,"Tinta spray de secagem rapida. Cor Vermelho, acabamento metalico. Ideal para artesanato e retoques.",Tintas,Spray,Tekbond,27.82,76,SPR-TEK-VER-79,Uso Geral
Verniz Acrilico Colorgin Imbuia Fosco 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Acrilico,Colorgin,290.04,13,VER-COL-ACR-0,Madeira
Verniz Acrilico Montana Mogno Brilhante 900ml,"Verniz acrilico para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Acrilico,Montana,76.58,42,VER-MON-ACR-1,Madeira
Verniz Acrilico Sayerlack Cedro Fosco 900ml,"Verniz acrilico para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Acrilico,Sayerlack,57.13,33,VER-SAY-ACR-2,Madeira
Verniz Maritimo Colorgin Cedro Brilhante 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Maritimo,Colorgin,286.44,13,VER-COL-MAR-3,Madeira
Verniz Maritimo Sayerlack Imbuia Brilhante 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Maritimo,Sayerlack,207.39,16,VER-SAY-MAR-4,Madeira
Verniz Copal Sparlack Mogno Fosco 900ml,"Verniz copal para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Copal,Sparlack,63.66,23,VER-SPA-COP-5,Madeira
Verniz Poliuretano Sayerlack Imbuia Fosco 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Poliuretano,Sayerlack,290.85,24,VER-SAY-POL-6,Madeira
Verniz Copal Colorgin Imbuia Fosco 3.6L,"Verniz copal para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Copal,Colorgin,241.55,22,VER-COL-COP-7,Madeira
Verniz Poliuretano Sparlack Ipe Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade ipe, acabamento brilhante.",Vernizes,Poliuretano,Sparlack,232.19,35,VER-SPA-POL-8,Madeira
Verniz Copal Sayerlack Cedro Fosco 900ml,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Copal,Sayerlack,54.69,11,VER-SAY-COP-9,Madeira
Verniz Acrilico Sparlack Cedro Brilhante 900ml,"Verniz acrilico para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Acrilico,Sparlack,48.11,47,VER-SPA-ACR-10,Madeira
Verniz Acrilico Sayerlack Cedro Brilhante 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Acrilico,Sayerlack,175.22,32,VER-SAY-ACR-11,Madeira
Verniz Maritimo Montana Natural Fosco 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Maritimo,Montana,72.28,42,VER-MON-MAR-12,Madeira
Verniz Poliuretano Colorgin Natural Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,214.06,27,VER-COL-POL-13,Madeira
Verniz Poliuretano Colorgin Imbuia Brilhante 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,59.23,39,VER-COL-POL-14,Madeira
Verniz Maritimo Sparlack Natural Fosco 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Maritimo,Sparlack,262.94,31,VER-SPA-MAR-15,Madeira
Verniz Poliuretano Sayerlack Natural Fosco 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Poliuretano,Sayerlack,194.82,50,VER-SAY-POL-16,Madeira
Verniz Maritimo Colorgin Imbuia Brilhante 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Maritimo,Colorgin,63.63,10,VER-COL-MAR-17,Madeira
Verniz Acrilico Colorgin Ipe Fosco 900ml,"Verniz acrilico para protecao de madeiras. Tonalidade ipe, acabamento fosco.",Vernizes,Acrilico,Colorgin,50.12,26,VER-COL-ACR-18,Madeira
Verniz Copal Montana Mogno Fosco 3.6L,"Verniz copal para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Copal,Montana,274.67,27,VER-MON-COP-19,Madeira
Verniz Maritimo Montana Ipe Fosco 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade ipe, acabamento fosco.",Vernizes,Maritimo,Montana,75.52,46,VER-MON-MAR-20,Madeira
Verniz Poliuretano Sayerlack Imbuia Brilhante 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Poliuretano,Sayerlack,57.74,39,VER-SAY-POL-21,Madeira
Verniz Copal Sparlack Natural Brilhante 900ml,"Verniz copal para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Copal,Sparlack,61.57,25,VER-SPA-COP-22,Madeira
Verniz Copal Colorgin Cedro Brilhante 900ml,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Copal,Colorgin,71.36,24,VER-COL-COP-23,Madeira
Verniz Copal Montana Natural Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Copal,Montana,195.26,47,VER-MON-COP-24,Madeira
Verniz Acrilico Colorgin Natural Fosco 900ml,"Verniz acrilico para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Acrilico,Colorgin,52.52,19,VER-COL-ACR-25,Madeira
Verniz Maritimo Colorgin Cedro Brilhante 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Maritimo,Colorgin,284.63,43,VER-COL-MAR-26,Madeira
Verniz Poliuretano Colorgin Cedro Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,176.81,41,VER-COL-POL-27,Madeira
Verniz Maritimo Montana Imbuia Fosco 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Maritimo,Montana,286.83,14,VER-MON-MAR-28,Madeira
Verniz Copal Sparlack Natural Fosco 3.6L,"Verniz copal para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Copal,Sparlack,178.19,12,VER-SPA-COP-29,Madeira
Verniz Copal Colorgin Cedro Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Copal,Colorgin,276.54,10,VER-COL-COP-30,Madeira
Verniz Maritimo Sparlack Imbuia Fosco 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Maritimo,Sparlack,215.84,47,VER-SPA-MAR-31,Madeira
Verniz Copal Montana Mogno Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Copal,Montana,206.08,21,VER-MON-COP-32,Madeira
Verniz Poliuretano Colorgin Imbuia Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Poliuretano,Colorgin,69.59,23,VER-COL-POL-33,Madeira
Verniz Poliuretano Colorgin Cedro Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,194.47,41,VER-COL-POL-34,Madeira
Verniz Poliuretano Sparlack Cedro Fosco 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Poliuretano,Sparlack,244.11,35,VER-SPA-POL-35,Madeira
Verniz Maritimo Sparlack Mogno Brilhante 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Maritimo,Sparlack,166.97,36,VER-SPA-MAR-36,Madeira
Verniz Poliuretano Colorgin Natural Brilhante 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,62.76,48,VER-COL-POL-37,Madeira
Verniz Acrilico Sparlack Imbuia Brilhante 900ml,"Verniz acrilico para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Acrilico,Sparlack,57.35,24,VER-SPA-ACR-38,Madeira
Verniz Poliuretano Sparlack Ipe Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade ipe, acabamento brilhante.",Vernizes,Poliuretano,Sparlack,240.62,49,VER-SPA-POL-39,Madeira
Verniz Maritimo Montana Natural Fosco 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Maritimo,Montana,70.33,35,VER-MON-MAR-40,Madeira
Verniz Copal Sayerlack Mogno Fosco 900ml,"Verniz copal para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Copal,Sayerlack,47.44,41,VER-SAY-COP-41,Madeira
Verniz Poliuretano Sayerlack Cedro Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Poliuretano,Sayerlack,77.39,23,VER-SAY-POL-42,Madeira
Verniz Poliuretano Colorgin Imbuia Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,226.73,14,VER-COL-POL-43,Madeira
Verniz Acrilico Colorgin Ipe Fosco 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade ipe, acabamento fosco.",Vernizes,Acrilico,Colorgin,207.32,35,VER-COL-ACR-44,Madeira
Verniz Acrilico Sayerlack Imbuia Brilhante 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Acrilico,Sayerlack,173.07,39,VER-SAY-ACR-45,Madeira
Verniz Poliuretano Colorgin Mogno Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Poliuretano,Colorgin,216.08,24,VER-COL-POL-46,Madeira
Verniz Copal Colorgin Natural Fosco 900ml,"Verniz copal para protecao de madeiras. Tonalidade natural, acabamento fosco.",Vernizes,Copal,Colorgin,48.7,43,VER-COL-COP-47,Madeira
Verniz Copal Sayerlack Ipe Fosco 3.6L,"Verniz copal para protecao de madeiras. Tonalidade ipe, acabamento fosco.",Vernizes,Copal,Sayerlack,291.7,17,VER-SAY-COP-48,Madeira
